"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 26 15:33:21 CST 2023","Sun Mar 26 15:33:21 CST 2023","21","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:21 CST 2023","Sun Mar 26 15:33:21 CST 2023","17","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:20 CST 2023","Sun Mar 26 15:33:20 CST 2023","26","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:21 CST 2023","Sun Mar 26 15:33:21 CST 2023","18","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:21 CST 2023","Sun Mar 26 15:33:21 CST 2023","21","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:21 CST 2023","Sun Mar 26 15:33:21 CST 2023","18","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:21 CST 2023","Sun Mar 26 15:33:21 CST 2023","17","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:21 CST 2023","Sun Mar 26 15:33:21 CST 2023","17","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:20 CST 2023","Sun Mar 26 15:33:20 CST 2023","21","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:20 CST 2023","Sun Mar 26 15:33:20 CST 2023","31","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:21 CST 2023","Sun Mar 26 15:33:21 CST 2023","20","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:20 CST 2023","Sun Mar 26 15:33:21 CST 2023","18","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"failed","Sun Mar 26 15:33:20 CST 2023","Sun Mar 26 15:33:20 CST 2023","30","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:20 CST 2023","Sun Mar 26 15:33:20 CST 2023","20","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"failed","Sun Mar 26 15:33:20 CST 2023","Sun Mar 26 15:33:20 CST 2023","28","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:20 CST 2023","Sun Mar 26 15:33:20 CST 2023","30","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:21 CST 2023","Sun Mar 26 15:33:21 CST 2023","19","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:20 CST 2023","Sun Mar 26 15:33:20 CST 2023","23","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:21 CST 2023","Sun Mar 26 15:33:21 CST 2023","18","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:19 CST 2023","Sun Mar 26 15:33:19 CST 2023","31","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"failed","Sun Mar 26 15:33:19 CST 2023","Sun Mar 26 15:33:19 CST 2023","28","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:19 CST 2023","Sun Mar 26 15:33:19 CST 2023","31","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:20 CST 2023","Sun Mar 26 15:33:20 CST 2023","30","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:21 CST 2023","Sun Mar 26 15:33:21 CST 2023","18","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:20 CST 2023","Sun Mar 26 15:33:20 CST 2023","20","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
"passed","Sun Mar 26 15:33:20 CST 2023","Sun Mar 26 15:33:20 CST 2023","19","testCase","test_api","Test_Url","","","登录接口测试","登录接口测试"
